HGNC ID,gene_symbol,sf_id,family_name,subfamily_name,family_id
HGNC:28477,PCYOX1L,PTHR15944:SF2,FARNESYLCYSTEINE LYASE,PRENYLCYSTEINE OXIDASE-LIKE,PTHR15944
HGNC:8754,PCYT1A,PTHR10739:SF19,CYTIDYLYLTRANSFERASE,CHOLINE-PHOSPHATE CYTIDYLYLTRANSFERASE A,PTHR10739
HGNC:8755,PCYT1B,PTHR10739:SF20,CYTIDYLYLTRANSFERASE,CHOLINE-PHOSPHATE CYTIDYLYLTRANSFERASE B,PTHR10739
HGNC:8756,PCYT2,PTHR45780:SF2,ETHANOLAMINE-PHOSPHATE CYTIDYLYLTRANSFERASE,ETHANOLAMINE-PHOSPHATE CYTIDYLYLTRANSFERASE,PTHR45780
HGNC:14634,PDAP1,PTHR22055:SF5,28 KDA HEAT- AND ACID-STABLE PHOSPHOPROTEIN  PDGF-ASSOCIATED PROTEIN,28 KDA HEAT- AND ACID-STABLE PHOSPHOPROTEIN,PTHR22055
HGNC:8759,PDC,PTHR46052:SF3,PHOSDUCIN-LIKE PROTEIN,PHOSDUCIN,PTHR46052
HGNC:8760,PDCD1,PTHR15264:SF2,PROGRAMMED CELL DEATH PROTEIN 1,PROGRAMMED CELL DEATH PROTEIN 1,PTHR15264
HGNC:18731,PDCD1LG2,PTHR25466:SF1,T-LYMPHOCYTE ACTIVATION ANTIGEN,PROGRAMMED CELL DEATH 1 LIGAND 2,PTHR25466
HGNC:8762,PDCD2,PTHR12298:SF4,PCDC2  PROGRAMMED CELL DEATH PROTEIN 2 -RELATED,PROGRAMMED CELL DEATH PROTEIN 2,PTHR12298
HGNC:28194,PDCD2L,PTHR46421:SF1,PROGRAMMED CELL DEATH PROTEIN 2-LIKE,PROGRAMMED CELL DEATH PROTEIN 2-LIKE,PTHR46421
HGNC:8763,PDCD4,PTHR12626:SF3,PROGRAMMED CELL DEATH 4,PROGRAMMED CELL DEATH PROTEIN 4,PTHR12626
HGNC:8764,PDCD5,PTHR10840:SF1,PROGRAMMED CELL DEATH PROTEIN 5,PROGRAMMED CELL DEATH PROTEIN 5,PTHR10840
HGNC:8765,PDCD6,PTHR23064:SF41,TROPONIN,PROGRAMMED CELL DEATH PROTEIN 6,PTHR23064
HGNC:8766,PDCD6IP,PTHR23030:SF30,PCD6 INTERACTING PROTEIN-RELATED,PROGRAMMED CELL DEATH 6-INTERACTING PROTEIN,PTHR23030
HGNC:8761,PDCD10,PTHR13250:SF1,TF-1 CELL APOPTOSIS RELATED PROTEIN-15,PROGRAMMED CELL DEATH PROTEIN 10,PTHR13250
HGNC:13408,PDCD11,PTHR23270:SF10,PROGRAMMED CELL DEATH PROTEIN 11  PRE-RRNA PROCESSING PROTEIN RRP5,PROTEIN RRP5 HOMOLOG,PTHR23270
HGNC:8770,PDCL,PTHR46052:SF4,PHOSDUCIN-LIKE PROTEIN,PHOSDUCIN-LIKE PROTEIN,PTHR46052
HGNC:29524,PDCL2,PTHR45809:SF1,VIRAL IAP-ASSOCIATED FACTOR HOMOLOG,PHOSDUCIN-LIKE PROTEIN 2,PTHR45809
HGNC:28860,PDCL3,PTHR45809:SF4,VIRAL IAP-ASSOCIATED FACTOR HOMOLOG,PHOSDUCIN-LIKE PROTEIN 3,PTHR45809
HGNC:8774,PDE1A,PTHR11347:SF34,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CALCIUM/CALMODULIN-DEPENDENT 3',5'-CYCLIC NUCLEOTIDE PHOSPHODIESTERASE 1A",PTHR11347
HGNC:8775,PDE1B,PTHR11347:SF194,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CALCIUM/CALMODULIN-DEPENDENT 3',5'-CYCLIC NUCLEOTIDE PHOSPHODIESTERASE 1B",PTHR11347
HGNC:8776,PDE1C,PTHR11347:SF32,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CALCIUM/CALMODULIN-DEPENDENT 3',5'-CYCLIC NUCLEOTIDE PHOSPHODIESTERASE 1C",PTHR11347
HGNC:8777,PDE2A,PTHR11347:SF102,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,PHOSPHODIESTERASE,PTHR11347
HGNC:8778,PDE3A,PTHR11347:SF104,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,PHOSPHODIESTERASE,PTHR11347
HGNC:8779,PDE3B,PTHR11347:SF29,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,PHOSPHODIESTERASE,PTHR11347
HGNC:8780,PDE4A,PTHR11347:SF74,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4A",PTHR11347
HGNC:8781,PDE4B,PTHR11347:SF108,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4B",PTHR11347
HGNC:8782,PDE4C,PTHR11347:SF135,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4C",PTHR11347
HGNC:8783,PDE4D,PTHR11347:SF91,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D",PTHR11347
HGNC:15580,PDE4DIP,PTHR46501:SF2,MYOMEGALIN,MYOMEGALIN,PTHR46501
HGNC:8784,PDE5A,PTHR11347:SF20,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,PHOSPHODIESTERASE,PTHR11347
HGNC:8785,PDE6A,PTHR11347:SF115,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"ROD CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE SUBUNIT ALPHA",PTHR11347
HGNC:8786,PDE6B,PTHR11347:SF73,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"ROD CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE SUBUNIT BETA",PTHR11347
HGNC:8787,PDE6C,PTHR11347:SF23,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CONE CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE SUBUNIT ALPHA'",PTHR11347
HGNC:8788,PDE6D,PTHR12976:SF0,"RETINAL ROD RHODOPSIN-SENSITIVE CGMP 3',5'-CYCLIC PHOSPHODIESTERASE DELTA-SUBUNIT","RETINAL ROD RHODOPSIN-SENSITIVE CGMP 3',5'-CYCLIC PHOSPHODIESTERASE SUBUNIT DELTA",PTHR12976
HGNC:8789,PDE6G,PTHR12122:SF4,"RETINAL CONE RHODOPSIN-SENSITIVE CGMP 3',5'-CYCLIC PHOSPHODIESTERASE GAMMA-SUBUNIT-RELATED","RETINAL ROD RHODOPSIN-SENSITIVE CGMP 3',5'-CYCLIC PHOSPHODIESTERASE SUBUNIT GAMMA",PTHR12122
HGNC:8790,PDE6H,PTHR12122:SF5,"RETINAL CONE RHODOPSIN-SENSITIVE CGMP 3',5'-CYCLIC PHOSPHODIESTERASE GAMMA-SUBUNIT-RELATED","RETINAL CONE RHODOPSIN-SENSITIVE CGMP 3',5'-CYCLIC PHOSPHODIESTERASE SUBUNIT GAMMA",PTHR12122
HGNC:8791,PDE7A,PTHR11347:SF96,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"HIGH AFFINITY CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 7A",PTHR11347
HGNC:8792,PDE7B,PTHR11347:SF72,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 7B",PTHR11347
HGNC:8793,PDE8A,PTHR11347:SF85,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"HIGH AFFINITY CAMP-SPECIFIC AND IBMX-INSENSITIVE 3',5'-CYCLIC PHOSPHODIESTERASE 8A",PTHR11347
HGNC:8794,PDE8B,PTHR11347:SF98,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"HIGH AFFINITY CAMP-SPECIFIC AND IBMX-INSENSITIVE 3',5'-CYCLIC PHOSPHODIESTERASE 8B",PTHR11347
HGNC:8795,PDE9A,PTHR11347:SF141,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"HIGH AFFINITY CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 9A",PTHR11347
HGNC:8772,PDE10A,PTHR11347:SF111,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"CAMP AND CAMP-INHIBITED CGMP 3',5'-CYCLIC PHOSPHODIESTERASE 10A",PTHR11347
HGNC:8773,PDE11A,PTHR11347:SF130,CYCLIC NUCLEOTIDE PHOSPHODIESTERASE,"DUAL 3',5'-CYCLIC-AMP AND -GMP PHOSPHODIESTERASE 11A",PTHR11347
HGNC:25386,PDE12,PTHR12121:SF37,CARBON CATABOLITE REPRESSOR PROTEIN 4,"2',5'-PHOSPHODIESTERASE 12",PTHR12121
HGNC:30012,PDF,PTHR10458:SF2,PEPTIDE DEFORMYLASE,"PEPTIDE DEFORMYLASE, MITOCHONDRIAL",PTHR10458
HGNC:8799,PDGFA,PTHR11633:SF3,PLATELET-DERIVED GROWTH FACTOR,PLATELET-DERIVED GROWTH FACTOR SUBUNIT A,PTHR11633
HGNC:8800,PDGFB,PTHR11633:SF2,PLATELET-DERIVED GROWTH FACTOR,PLATELET-DERIVED GROWTH FACTOR SUBUNIT B,PTHR11633
HGNC:8801,PDGFC,PTHR11633:SF5,PLATELET-DERIVED GROWTH FACTOR,PLATELET-DERIVED GROWTH FACTOR C,PTHR11633
HGNC:30620,PDGFD,PTHR11633:SF4,PLATELET-DERIVED GROWTH FACTOR,PLATELET-DERIVED GROWTH FACTOR D,PTHR11633
HGNC:8803,PDGFRA,PTHR24416:SF52,TYROSINE-PROTEIN KINASE RECEPTOR,PLATELET-DERIVED GROWTH FACTOR RECEPTOR ALPHA,PTHR24416
HGNC:8804,PDGFRB,PTHR24416:SF53,TYROSINE-PROTEIN KINASE RECEPTOR,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,PTHR24416
HGNC:8805,PDGFRL,PTHR15360:SF1,PLATELET-DERIVED GROWTH FACTOR RECEPTOR LIKE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR-LIKE PROTEIN,PTHR15360
HGNC:8806,PDHA1,PTHR11516:SF52,"PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT  BACTERIAL AND ORGANELLAR","PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA, SOMATIC FORM, MITOCHONDRIAL",PTHR11516
HGNC:8807,PDHA2,PTHR11516:SF27,"PYRUVATE DEHYDROGENASE E1 COMPONENT, ALPHA SUBUNIT  BACTERIAL AND ORGANELLAR","PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA, TESTIS-SPECIFIC FORM, MITOCHONDRIAL",PTHR11516
HGNC:8808,PDHB,PTHR11624:SF96,DEHYDROGENASE RELATED,"PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA, MITOCHONDRIAL",PTHR11624
HGNC:21350,PDHX,PTHR23151:SF57,DIHYDROLIPOAMIDE ACETYL/SUCCINYL-TRANSFERASE-RELATED,"PYRUVATE DEHYDROGENASE PROTEIN X COMPONENT, MITOCHONDRIAL",PTHR23151
HGNC:14180,PDIA2,PTHR18929:SF93,PROTEIN DISULFIDE ISOMERASE,PROTEIN DISULFIDE-ISOMERASE A2,PTHR18929
HGNC:4606,PDIA3,PTHR18929:SF132,PROTEIN DISULFIDE ISOMERASE,PROTEIN DISULFIDE-ISOMERASE A3,PTHR18929
HGNC:30167,PDIA4,PTHR18929:SF210,PROTEIN DISULFIDE ISOMERASE,PROTEIN DISULFIDE-ISOMERASE A4,PTHR18929
HGNC:24811,PDIA5,PTHR45672:SF2,PROTEIN DISULFIDE-ISOMERASE C17H9.14C-RELATED,PROTEIN DISULFIDE-ISOMERASE A5,PTHR45672
HGNC:30168,PDIA6,PTHR45815:SF3,PROTEIN DISULFIDE-ISOMERASE A6,PROTEIN DISULFIDE-ISOMERASE A6,PTHR45815
HGNC:18981,PDIK1L,PTHR11042:SF58,EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE  EIF2-ALPHA KINASE -RELATED,SERINE/THREONINE-PROTEIN KINASE PDIK1L,PTHR11042
HGNC:27338,PDILT,PTHR18929:SF58,PROTEIN DISULFIDE ISOMERASE,PROTEIN DISULFIDE-ISOMERASE-LIKE PROTEIN OF THE TESTIS,PTHR18929
HGNC:8809,PDK1,PTHR11947:SF14,PYRUVATE DEHYDROGENASE KINASE,"[PYRUVATE DEHYDROGENASE (ACETYL-TRANSFERRING)] KINASE ISOZYME 1, MITOCHONDRIAL",PTHR11947
HGNC:8810,PDK2,PTHR11947:SF15,PYRUVATE DEHYDROGENASE KINASE,"[PYRUVATE DEHYDROGENASE (ACETYL-TRANSFERRING)] KINASE ISOZYME 2, MITOCHONDRIAL",PTHR11947
HGNC:8811,PDK3,PTHR11947:SF21,PYRUVATE DEHYDROGENASE KINASE,"[PYRUVATE DEHYDROGENASE (ACETYL-TRANSFERRING)] KINASE ISOZYME 3, MITOCHONDRIAL",PTHR11947
HGNC:8812,PDK4,PTHR11947:SF22,PYRUVATE DEHYDROGENASE KINASE,"[PYRUVATE DEHYDROGENASE (ACETYL-TRANSFERRING)] KINASE ISOZYME 4, MITOCHONDRIAL",PTHR11947
HGNC:2067,PDLIM1,PTHR24214:SF5,PDZ AND LIM DOMAIN PROTEIN ZASP,PDZ AND LIM DOMAIN PROTEIN 1,PTHR24214
HGNC:13992,PDLIM2,PTHR24214:SF1,PDZ AND LIM DOMAIN PROTEIN ZASP,PDZ AND LIM DOMAIN PROTEIN 2,PTHR24214
HGNC:20767,PDLIM3,PTHR24214:SF7,PDZ AND LIM DOMAIN PROTEIN ZASP,PDZ AND LIM DOMAIN PROTEIN 3,PTHR24214
HGNC:16501,PDLIM4,PTHR24214:SF6,PDZ AND LIM DOMAIN PROTEIN ZASP,PDZ AND LIM DOMAIN PROTEIN 4,PTHR24214
HGNC:17468,PDLIM5,PTHR24214:SF32,PDZ AND LIM DOMAIN PROTEIN ZASP,PDZ AND LIM DOMAIN PROTEIN 5,PTHR24214
HGNC:22958,PDLIM7,PTHR24214:SF0,PDZ AND LIM DOMAIN PROTEIN ZASP,PDZ AND LIM DOMAIN PROTEIN 7,PTHR24214
HGNC:9279,PDP1,PTHR13832:SF627,PROTEIN PHOSPHATASE 2C,"[PYRUVATE DEHYDROGENASE [ACETYL-TRANSFERRING]]-PHOSPHATASE 1, MITOCHONDRIAL",PTHR13832
HGNC:30263,PDP2,PTHR13832:SF343,PROTEIN PHOSPHATASE 2C,"[PYRUVATE DEHYDROGENASE [ACETYL-TRANSFERRING]]-PHOSPHATASE 2, MITOCHONDRIAL",PTHR13832
HGNC:8816,PDPK1,PTHR24356:SF163,SERINE/THREONINE-PROTEIN KINASE,3-PHOSPHOINOSITIDE-DEPENDENT PROTEIN KINASE 1-RELATED,PTHR24356
HGNC:49897,PDPK2P,PTHR24356:SF163,SERINE/THREONINE-PROTEIN KINASE,3-PHOSPHOINOSITIDE-DEPENDENT PROTEIN KINASE 1-RELATED,PTHR24356
HGNC:29602,PDPN,PTHR47390:SF1,PODOPLANIN,PODOPLANIN,PTHR47390
HGNC:30264,PDPR,PTHR13847:SF193,SARCOSINE DEHYDROGENASE-RELATED,"PYRUVATE DEHYDROGENASE PHOSPHATASE REGULATORY SUBUNIT, MITOCHONDRIAL",PTHR13847
HGNC:16119,PDRG1,PTHR21162:SF0,P53 AND DNA DAMAGE-REGULATED PROTEIN,P53 AND DNA DAMAGE-REGULATED PROTEIN 1,PTHR21162
HGNC:29088,PDS5A,PTHR12663:SF2,ANDROGEN INDUCED INHIBITOR OF PROLIFERATION  AS3  / PDS5-RELATED,SISTER CHROMATID COHESION PROTEIN PDS5 HOMOLOG A,PTHR12663
HGNC:20418,PDS5B,PTHR12663:SF1,ANDROGEN INDUCED INHIBITOR OF PROLIFERATION  AS3  / PDS5-RELATED,SISTER CHROMATID COHESION PROTEIN PDS5 HOMOLOG B,PTHR12663
HGNC:17759,PDSS1,PTHR12001:SF78,GERANYLGERANYL PYROPHOSPHATE SYNTHASE,DECAPRENYL-DIPHOSPHATE SYNTHASE SUBUNIT 1,PTHR12001
HGNC:23041,PDSS2,PTHR12001:SF55,GERANYLGERANYL PYROPHOSPHATE SYNTHASE,DECAPRENYL-DIPHOSPHATE SYNTHASE SUBUNIT 2,PTHR12001
HGNC:6107,PDX1,PTHR45664:SF12,PROTEIN ZERKNUELLT 1-RELATED,PANCREAS/DUODENUM HOMEOBOX PROTEIN 1,PTHR45664
HGNC:28995,PDXDC1,PTHR42735:SF10,FAMILY NOT NAMED,PYRIDOXAL-DEPENDENT DECARBOXYLASE DOMAIN-CONTAINING PROTEIN 1-RELATED,PTHR42735
HGNC:27559,PDXDC2P,PTHR42735:SF10,FAMILY NOT NAMED,PYRIDOXAL-DEPENDENT DECARBOXYLASE DOMAIN-CONTAINING PROTEIN 1-RELATED,PTHR42735
HGNC:8819,PDXK,PTHR10534:SF2,PYRIDOXAL KINASE,PYRIDOXAL KINASE,PTHR10534
HGNC:30259,PDXP,PTHR19288:SF67,4-NITROPHENYLPHOSPHATASE-RELATED,PYRIDOXAL PHOSPHATE PHOSPHATASE,PTHR19288
HGNC:8820,PDYN,PTHR11438:SF4,PROENKEPHALIN,PROENKEPHALIN-B,PTHR11438
HGNC:18486,PDZD2,PTHR11324:SF16,IL16-RELATED,PDZ DOMAIN-CONTAINING PROTEIN 2,PTHR11324
HGNC:19891,PDZD3,PTHR14191:SF20,PDZ DOMAIN CONTAINING PROTEIN,NA(+)/H(+) EXCHANGE REGULATORY COFACTOR NHE-RF4,PTHR14191
HGNC:21167,PDZD4,PTHR15545:SF4,"PDZ DOMAIN CONTAINING RING FINGER PROTEIN 3, 4",PDZ DOMAIN-CONTAINING PROTEIN 4,PTHR15545
HGNC:26257,PDZD7,PTHR23116:SF29,PDZ DOMAIN CONTAINING WHIRLIN AND HARMONIN-RELATED,PDZ DOMAIN-CONTAINING PROTEIN 7,PTHR23116
HGNC:26974,PDZD8,PTHR21519:SF1,PDZ DOMAIN-CONTAINING PROTEIN 8,PDZ DOMAIN-CONTAINING PROTEIN 8,PTHR21519
HGNC:28740,PDZD9,PTHR22698:SF1,PDZ DOMAIN-CONTAINING PROTEIN 9,PDZ DOMAIN-CONTAINING PROTEIN 9,PTHR22698
HGNC:28034,PDZD11,PTHR14063:SF8,PROTEIN LIN-7 HOMOLOG,PDZ DOMAIN-CONTAINING PROTEIN 11,PTHR14063
HGNC:8821,PDZK1,PTHR14191:SF6,PDZ DOMAIN CONTAINING PROTEIN,NA(+)/H(+) EXCHANGE REGULATORY COFACTOR NHE-RF3-RELATED,PTHR14191
HGNC:16887,PDZK1IP1,PTHR15296:SF0,MEMBRANE-ASSOCIATED PROTEIN MAP17,PDZK1-INTERACTING PROTEIN 1,PTHR15296
HGNC:31974,PDZK1P1,PTHR14191:SF6,PDZ DOMAIN CONTAINING PROTEIN,NA(+)/H(+) EXCHANGE REGULATORY COFACTOR NHE-RF3-RELATED,PTHR14191
HGNC:17704,PDZRN3,PTHR15545:SF5,"PDZ DOMAIN CONTAINING RING FINGER PROTEIN 3, 4",E3 UBIQUITIN-PROTEIN LIGASE PDZRN3,PTHR15545
HGNC:30552,PDZRN4,PTHR15545:SF6,"PDZ DOMAIN CONTAINING RING FINGER PROTEIN 3, 4",PDZ DOMAIN-CONTAINING RING FINGER PROTEIN 4,PTHR15545
HGNC:8822,PEA15,PTHR48169:SF1,FAMILY NOT NAMED,ASTROCYTIC PHOSPHOPROTEIN PEA-15,PTHR48169
HGNC:29431,PEAK1,PTHR22972:SF5,SERINE/THREONINE PROTEIN KINASE,INACTIVE TYROSINE-PROTEIN KINASE PEAK1,PTHR22972
HGNC:24793,PEAK3,PTHR22972:SF6,SERINE/THREONINE PROTEIN KINASE,PEAK FAMILY MEMBER 3,PTHR22972
HGNC:33631,PEAR1,PTHR24052:SF12,DELTA-RELATED,PLATELET ENDOTHELIAL AGGREGATION RECEPTOR 1,PTHR24052
HGNC:8630,PEBP1,PTHR11362:SF109,PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN,PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN 1,PTHR11362
HGNC:28319,PEBP4,PTHR11362:SF70,PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN,PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN 4,PTHR11362
HGNC:8823,PECAM1,PTHR11481:SF5,IMMUNOGLOBULIN FC RECEPTOR,PLATELET ENDOTHELIAL CELL ADHESION MOLECULE,PTHR11481
HGNC:18281,PECR,PTHR24317:SF7,PEROXISOMAL TRANS-2-ENOYL-COA REDUCTASE,PEROXISOMAL TRANS-2-ENOYL-COA REDUCTASE,PTHR24317
HGNC:16735,PEDS1,PTHR48177:SF1,TRANSMEMBRANE PROTEIN 189,TRANSMEMBRANE PROTEIN 189,PTHR48177
HGNC:30009,PEF1,PTHR46212:SF3,PEFLIN,PEFLIN,PTHR46212
HGNC:8826,PEG3,PTHR24381:SF293,ZINC FINGER PROTEIN,PATERNALLY-EXPRESSED GENE 3 PROTEIN,PTHR24381
HGNC:14005,PEG10,PTHR15503:SF27,LDOC1 RELATED,RETROTRANSPOSON-DERIVED PROTEIN PEG10,PTHR15503
HGNC:8827,PELI1,PTHR12098:SF4,E3 UBIQUITIN-PROTEIN LIGASE PELLINO-RELATED,E3 UBIQUITIN-PROTEIN LIGASE PELLINO HOMOLOG 1,PTHR12098
HGNC:8828,PELI2,PTHR12098:SF5,E3 UBIQUITIN-PROTEIN LIGASE PELLINO-RELATED,E3 UBIQUITIN-PROTEIN LIGASE PELLINO HOMOLOG 2,PTHR12098
HGNC:30010,PELI3,PTHR12098:SF9,E3 UBIQUITIN-PROTEIN LIGASE PELLINO-RELATED,E3 UBIQUITIN-PROTEIN LIGASE PELLINO HOMOLOG 3,PTHR12098
HGNC:8829,PELO,PTHR10853:SF0,PELOTA,PROTEIN PELOTA HOMOLOG,PTHR10853
HGNC:30134,PELP1,PTHR34105:SF1,"PROLINE-, GLUTAMIC ACID- AND LEUCINE-RICH PROTEIN 1","PROLINE-, GLUTAMIC ACID- AND LEUCINE-RICH PROTEIN 1",PTHR34105
HGNC:8830,PEMT,PTHR15458:SF5,PHOSPHATIDYLETHANOLAMINE N-METHYLTRANSFERASE,PHOSPHATIDYLETHANOLAMINE N-METHYLTRANSFERASE,PTHR15458
HGNC:8831,PENK,PTHR11438:SF3,PROENKEPHALIN,PROENKEPHALIN-A,PTHR11438
HGNC:8840,PEPD,PTHR43226:SF1,XAA-PRO AMINOPEPTIDASE 3,XAA-PRO DIPEPTIDASE,PTHR43226
HGNC:8845,PER1,PTHR11269:SF8,PERIOD CIRCADIAN PROTEIN,PERIOD CIRCADIAN PROTEIN HOMOLOG 1,PTHR11269
HGNC:8846,PER2,PTHR11269:SF9,PERIOD CIRCADIAN PROTEIN,PERIOD CIRCADIAN PROTEIN HOMOLOG 2,PTHR11269
HGNC:8847,PER3,PTHR11269:SF13,PERIOD CIRCADIAN PROTEIN,PERIOD CIRCADIAN PROTEIN HOMOLOG 3,PTHR11269
HGNC:28208,PERM1,PTHR47282:SF1,PGC-1 AND ERR-INDUCED REGULATOR IN MUSCLE PROTEIN 1,PGC-1 AND ERR-INDUCED REGULATOR IN MUSCLE PROTEIN 1,PTHR47282
HGNC:17637,PERP,PTHR14399:SF4,P53-INDUCED PROTEIN RELATED,P53 APOPTOSIS EFFECTOR RELATED TO PMP-22,PTHR14399
HGNC:8848,PES1,PTHR12221:SF8,PESCADILLO - RELATED,PESCADILLO HOMOLOG,PTHR12221
HGNC:40038,PET100,PTHR33968:SF1,"PROTEIN PET100 HOMOLOG, MITOCHONDRIAL","PROTEIN PET100 HOMOLOG, MITOCHONDRIAL",PTHR33968
HGNC:40045,PET117,PTHR28163:SF1,"PROTEIN PET117 HOMOLOG, MITOCHONDRIAL","PROTEIN PET117 HOMOLOG, MITOCHONDRIAL",PTHR28163
HGNC:8850,PEX1,PTHR23077:SF12,AAA-FAMILY ATPASE,PEROXISOME BIOGENESIS FACTOR 1,PTHR23077
HGNC:9717,PEX2,PTHR48178:SF1,FAMILY NOT NAMED,PEROXISOME BIOGENESIS FACTOR 2,PTHR48178
HGNC:8858,PEX3,PTHR28080:SF1,PEROXISOMAL BIOGENESIS FACTOR 3,PEROXISOMAL BIOGENESIS FACTOR 3,PTHR28080
HGNC:9719,PEX5,PTHR10130:SF2,PEROXISOMAL TARGETING SIGNAL 1 RECEPTOR  PEX5,PEROXISOMAL TARGETING SIGNAL 1 RECEPTOR,PTHR10130
HGNC:30024,PEX5L,PTHR10130:SF1,PEROXISOMAL TARGETING SIGNAL 1 RECEPTOR  PEX5,PEX5-RELATED PROTEIN,PTHR10130
HGNC:8859,PEX6,PTHR23077:SF9,AAA-FAMILY ATPASE,PEROXISOME ASSEMBLY FACTOR 2,PTHR23077
HGNC:8860,PEX7,PTHR46027:SF1,PEROXISOMAL TARGETING SIGNAL 2 RECEPTOR,PEROXISOMAL TARGETING SIGNAL 2 RECEPTOR,PTHR46027
HGNC:8851,PEX10,PTHR23350:SF0,PEROXISOME ASSEMBLY PROTEIN 10,PEROXISOME BIOGENESIS FACTOR 10,PTHR23350
HGNC:8852,PEX11A,PTHR12652:SF22,PEROXISOMAL BIOGENESIS FACTOR 11,PEROXISOMAL MEMBRANE PROTEIN 11A,PTHR12652
HGNC:8853,PEX11B,PTHR12652:SF7,PEROXISOMAL BIOGENESIS FACTOR 11,PEROXISOMAL MEMBRANE PROTEIN 11B,PTHR12652
HGNC:20208,PEX11G,PTHR20990:SF1,PEROXISOMAL BIOGENESIS FACTOR 11,PEROXISOMAL MEMBRANE PROTEIN 11C,PTHR20990
HGNC:8854,PEX12,PTHR12888:SF2,PEROXISOME ASSEMBLY PROTEIN 12  PEROXIN-12,PEROXISOME ASSEMBLY PROTEIN 12,PTHR12888
HGNC:8855,PEX13,PTHR19332:SF1,PEROXISOMAL MEMBRANE PROTEIN PEX13,PEROXISOMAL MEMBRANE PROTEIN PEX13,PTHR19332
HGNC:8856,PEX14,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,PEROXISOMAL MEMBRANE PROTEIN PEX14,PTHR23058
HGNC:8857,PEX16,PTHR13299:SF0,UNCHARACTERIZED,PEROXISOMAL MEMBRANE PROTEIN PEX16,PTHR13299
HGNC:9713,PEX19,PTHR12774:SF2,PEROXISOMAL BIOGENESIS FACTOR 19,PEROXISOMAL BIOGENESIS FACTOR 19,PTHR12774
HGNC:22965,PEX26,PTHR16262:SF2,PEROXISOME ASSEMBLY PROTEIN 26,PEROXISOME ASSEMBLY PROTEIN 26,PTHR16262
HGNC:8861,PF4,PTHR10179:SF43,CXC CHEMOKINE,PLATELET FACTOR 4,PTHR10179
HGNC:8862,PF4V1,PTHR10179:SF38,CXC CHEMOKINE,PLATELET FACTOR 4 VARIANT,PTHR10179
HGNC:8863,PFAS,PTHR10099:SF1,PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE,PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE,PTHR10099
HGNC:8866,PFDN1,PTHR20903:SF1,PREFOLDIN SUBUNIT 1-RELATED,PREFOLDIN SUBUNIT 1,PTHR20903
HGNC:8867,PFDN2,PTHR13303:SF0,PREFOLDIN SUBUNIT 2,PREFOLDIN SUBUNIT 2,PTHR13303
